Title,Link,Content,Label,,
Video showing Muslim clerics supporting Tinubu,https://dubawa.org/video-showing-muslim-clerics-supporting-tinubu-dates-back-to-2023/," an x user, via a video post, claims that there are recent plans to islamise nigeria.",0,,
"Video showing protest against President Tinubu, not recent",https://dubawa.org/video-showing-protest-against-president-tinubu-not-recent/, a facebook user shared a video claiming that northerners are protesting against the president tinubu-led administration.,0,,
! 2020 video used to depict us election parade in nigeria,https://dubawa.org/misleading-2020-video-used-to-depict-us-election-parade-in-nigeria/, x user naija nation claims that nigerians held a parade for donald trump in lagos for the united states presidential elections.,0,,
Picture showing Peter Obi at Lagos Red Line opening,https://dubawa.org/picture-showing-peter-obi-at-lagos-red-line-opening-digitally-altered/," a facebook user shared a picture of peter obi inside a train with the lagos state governor, babajide sanwo-olu.",0,,
Donald Trump declare visa restrictions on Nigerians,https://dubawa.org/did-donald-trump-declare-visa-restrictions-on-nigerians/, a tiktok user via a video claimed that donald trump has restricted immigration from nigerians to the us.,0,,
Victor Osimhen will wear mask for rest of his career,https://dubawa.org/will-victor-osimhen-wear-mask-for-rest-of-his-career/," a user on the thread app shared a claim that has gained traction, stating that victor osimhen will be wearing a mask for the rest of his football career.",1,,
"Latest data shows Egypt, not Nigeria, is Africa’s largest economy",https://dubawa.org/latest-data-shows-egypt-not-nigeria-is-africas-largest-economy/, several facebook users have claimed that nigeria has the largest economy in africa. ,0,,
Viral image claiming young boy constructed car using sticks,https://dubawa.org/viral-image-claiming-young-boy-constructed-car-using-sticks-ai-generated/, an x user posted an image of a young boy standing beside a car he purportedly crafted using bamboo sticks/skewers.,0,,
"rumours beyonce, jay-z retire from entertainment due to diddy’s scandal, ",https://dubawa.org/rumours-beyonce-jay-z-retire-from-entertainment-due-to-diddys-scandal-false/," multiple facebook pages, including beautiful life, beyonce lovers and queen of music, recently claimed that american singer beyoncé and american rapper jay-z retired from the entertainment industry due to connections with embattled hip-hop mogul sean “diddy” combs.",0,,
NFF reject friendly match from Libya,https://dubawa.org/did-nff-reject-friendly-match-from-libya/,an x user claimed that the lakurawa terror group started under the administration of president tinubu.,0,,
old image ly attributed to recent nigerian cyber fraud bust,https://dubawa.org/old-image-falsely-attributed-to-recent-nigerian-cyber-fraud-bust/, a facebook user shared an image claiming it depicts nigerian hackers recently arrested as part of a major police operation involving 113 foreign nationals suspected of cyber fraud in nigeria.,0,,
2024 ondo pdp election results worst so far,https://dubawa.org/true-2024-ondo-pdp-election-results-worst-so-far/," a facebook user, gbenga fasole ilutitun, claimed that the peoples democratic party (pdp) result in the recently concluded ondo governorship election is the worst the party ever experienced in the state. ",1,,
"34,000 police officers deployed for ondo election",https://dubawa.org/true-34000-police-officers-deployed-for-ondo-election/," an x user, @jbadamu, claimed that 34,000 police officers were deployed for the ondo election.",1,,
vote buying reported in owo,https://dubawa.org/true-vote-buying-reported-in-owo/," an x user claimed there were incidents of vote buying in owo, ondo state. ",1,,
lp included in ondo governorship election ballot paper,https://dubawa.org/false-lp-included-in-ondo-governorship-election-ballot-paper/," an x user, @theoabuagada, has claimed that the labour party (lp) is not included in the ondo governorship election ballot paper.   ",0,,
3 ondo governorship candidates withdrew for aiyedatiwa,https://dubawa.org/true-3-ondo-governorship-candidates-withdrew-for-aiyedatiwa/," a tiktok user, @brodabanter_backup_page, claimed three governorship candidates have withdrawn their candidacy for aiyedatiwa. the claim also appeared on facebook here.",1,,
ondo has 1.7m registered voters,https://dubawa.org/true-ondo-has-1-7m-registered-voters/," an x user, @naijassador, has claimed that 1.7 million registered voters will elect a new governor in today’s ondo state election.",1,,
ilaje lga with second-highest number of voters in ondo election,https://dubawa.org/true-ilaje-lga-with-second-highest-number-of-voters-in-ondo-election/,"  an x user, @jersada94, claimed that the ilaje local government has the second-highest number of voters in ondo state. ",1,,
ondo’s contribution to nigeria oil and gas not 12%,https://dubawa.org/false-ondos-contribution-to-nigeria-oil-and-gas-not-12/," in a campaign tweet, an x user, @kolademolahq, claimed that ondo state contributes 12% of nigeria’s oil and gas.",0,,
over 2 million voters will decide ondo’s next governor,https://dubawa.org/true-over-2-million-voters-will-decide-ondos-next-governor/," an x handle, @ondo4lucky, claimed that over 2 million voters in ondo state will decide who becomes their next governor.",1,,
olusola ebiseni removed as lp candidate ahead of ondo governorship election,https://dubawa.org/true-olusola-ebiseni-removed-as-lp-candidate-ahead-of-ondo-governorship-election/," a facebook page, eietv, has claimed that the court of appeal in abuja has removed olusola ebiseni as the labour party’s candidate in the upcoming ondo state governorship election.",1,,
! president boakai is dead,https://dubawa.org/false-president-boakai-isnt-dead/," alex cdcian general, a facebook user, posted in local news liberia, a private facebook group alleging that the president of the republic of liberia, joseph boakai, has died. ",0,,
No proof woman chased APC members with cutlass,https://dubawa.org/no-proof-woman-chased-apc-members-with-cutlass/, a video shared by x user @asedeyhappen001 claims to show an elderly woman chasing apc members with a cutlass during an apc election campaign in ondo state.,0,,
Tiktok video showing Joe Biden commenting on Dangote’s refinery,https://dubawa.org/tiktok-video-showing-joe-biden-commenting-on-dangotes-refinery-manipulated/, a tiktok video shows president biden criticising nigeria’s aliko dangote for exorbitant fuel prices. ,0,,
Cameroon content creator’s video wrongly linked to Equatorial Guinea political scandal,https://dubawa.org/cameroon-content-creators-video-wrongly-linked-to-equatorial-guinea-political-scandal/, facebook users shared a video suggesting that a man caught his wife as one of the women involved in the equatorial guinea scandal.,0,,
Angelina Jolie  dead,https://dubawa.org/hoax-angelina-jolie-not-dead-2/," “(r i p) hollywood reports very sad news about angelina jolie, she is confirmed dead,” a facebook user claimed.",0,,
Elon Musk is developing robot to carry pregnancy as Facebook user claims,https://dubawa.org/is-elon-musk-developing-robot-to-carry-pregnancy-as-facebook-user-claims/, facebook user judith james claims that elon musk is developing a new robot to assist women in carrying pregnancies.,0,,
Viral video showing robots in Chinese farms,https://dubawa.org/viral-video-showing-robots-in-chinese-farms-manipulated/," some facebook users shared videos depicting robots carrying out agricultural activities on farms in china, spreading fear of potential job loss in the sector globally.",0,,
"Governor Fubara shut down NNPC, other oil companies in Rivers State",https://dubawa.org/did-governor-fubara-shut-down-nnpc-other-oil-companies-in-rivers-state/, a facebook user claims governor fubara has ordered the shutdown of nnpc and oil companies in rivers state over federal revenue allocation. ,0,,
Fact-checking X accounts impersonating embattled Equatorial Guinea’s director,https://dubawa.org/fact-checking-x-accounts-impersonating-embattled-equatorial-guineas-director/," several x accounts allegedly belonging to baltasar ebang engonga, the director general of the national financial investigation agency of equatorial guinea, have addressed the leaked sex tapes linked to him.  ",0,,
Footage of people looting vehicle with bags of rice,https://dubawa.org/footage-of-people-looting-vehicle-with-bags-of-rice-not-recent/, a facebook user shared a video of people looting a bus filled with bags of rice and claimed the incident had recently happened in kwara state. ,0,,
akpabio is praying in abuja mosque,https://dubawa.org/misleading-akpabio-not-praying-in-abuja-mosque-as-claimed/," an x user, morris monye claims that akpabio was praying inside abuja national mosque.",0,,
Africa Facts Summit 2024: 50 African fact-checking organisations sign agreement to establish information integrity,https://dubawa.org/africa-facts-summit-2024-50-african-fact-checking-organisations-sign-agreement-to-establish-information-integrity/,"fifty fact-checking organisations in africa have jointly signed an agreement to curb the spread of fake news on the continent and establish information integrity. This follows the sixth Africa Facts Summit, which was held in Accra, Ghana, from Oct. 9 to 10, 2024, under the Africa Fact Network.",1,,
"Photo of President Tinubu on sickbed, photoshopped",https://dubawa.org/photo-of-president-tinubu-on-sickbed-photoshopped/," a facebook post claims that the nigerian president, bola tinubu, is currently admitted to the hospital for health issues. ",0,,
Hoax! Angelina Jolie not dead,https://dubawa.org/hoax-angelina-jolie-not-dead/," “(r i p) hollywood reports very sad news about angelina jolie, she is confirmed dead,” a facebook user claimed.",0,,
Has Argentina’s inflation rate completely dropped?,https://dubawa.org/has-argentinas-inflation-rate-completely-dropped/, x user claims that the inflation rate in argentina has completely dropped.,0,,
"Video of Mahamudu Bawumia singing Chinese song, fabricated",https://dubawa.org/video-of-mahamudu-bawumia-singing-chinese-song-fabricated/, several accounts on tiktok and facebook shared a video suggesting that the vice president of ghana was on stage singing a chinese song.,0,,
"Did President Tinubu appoint FFK, Reno Omokri, in recent cabinet reshuffle?",https://dubawa.org/did-president-tinubu-appoint-ffk-reno-omokri-in-recent-cabinet-reshuffle/," a facebook user claims femi fani-kayode (ffk) and reno omokri have been appointed finance minister and cbn governor, respectively.",0,,
Is video showing foreign student protesters calling President Tinubu thief real?,https://dubawa.org/is-video-showing-foreign-student-protesters-calling-president-tinubu-thief-real/, a viral clip on facebook and whatsapp shows foreign students protesting and calling nigeria’s president a thief. ,1,,
"Has Oyo State been split into two states, as alleged by Facebook user?",https://dubawa.org/has-oyo-state-been-split-into-two-states-as-alleged-by-facebook-user/," a facebook user, odumayo funke olufemi, claimed that oyo state has been split into two states.",0,,
maiduguri flood: residents pay heavy price for heeding borno govt’s  assurance,https://dubawa.org/maiduguri-flood-residents-pay-heavy-price-for-heeding-borno-govts-misleading-assurance/,"water residues on the road splatter on the tricycle’s tyres, conveying this reporter to lagos street to connect to the ever-busy monday market in maiduguri. to the right and left are closed shops, puddles, and cars sunk into the ground, a sight signifying a relieving start to sorrowful days.",0,,
Verifying several claims around CAF sanction on Libya Vs Nigeria AFCON  incident,https://dubawa.org/verifying-several-claims-around-caf-sanction-on-libya-vs-nigeria-afcon-incident/, facebook users heritage blog and the great africa claim that the confederation of african football’s (caf) disciplinary committee has issued four sanctions on libya for their treatment of the super eagles.,0,,
Does corn contain cancer-causing fungus?,https://dubawa.org/does-corn-contain-cancer-causing-fungus/," an instagram user, dr daryl gioffre, claims corn contains 25 forms of aflatoxins, a cancer-causing fungus/mould.",1,,
"Video showing female police officer alleging assault by male colleague, not recent",https://dubawa.org/video-showing-female-police-officer-alleging-assault-by-male-colleague-not-recent/, a facebook user shared a video of a police officer stating that a male colleague attacked her.,0,,
Fact-checking Adeleke’s claim he provides 15% of Nigeria’s electricity,https://dubawa.org/fact-checking-adelekes-claim-he-provides-15-of-nigerias-electricity/, adedeji adeleke claims that he provides 15% of nigeria’s electricity.,0,,
"gay wedding report in liberia’s methodist church, ",https://dubawa.org/gay-wedding-report-in-liberias-methodist-church-false/," a facebook user, yekeh kolubah, alleged that members in the neighbourhood of the new georgia united methodist church were plotting to burn the church over a gay wedding held in the church.",0,,
! liberia has not lost non-permanent seat bid on un security council,https://dubawa.org/misleading-liberia-has-not-lost-non-permanent-seat-bid-on-un-security-council/," “liberia lost its bid for a non-permanent seat on the un security council for the 2025-2026 term,” a local newspaper has reported. ",0,,
headline showing imo state government’s approval for inter-ethnic marriages ,https://dubawa.org/headline-showing-imo-state-governments-approval-for-inter-ethnic-marriages-misleading/," a facebook user claims the imo state governor, hope uzodinma, announced free marriages between imo indigenes and fulani settlers in the state. ",0,,
"Supermodel, Qian Princess, not robot as Charly Boy claims",https://dubawa.org/supermodel-qian-princess-not-robot-as-charly-boy-claims/," nigerian singer and activist charly boy claimed that the young model, qian princess, is not a human being but a robot created with artificial intelligence.",0,,
"Viral statistics implicating Nigerian women as most unfaithful, misrepresented",https://dubawa.org/viral-statistics-implicating-nigerian-women-as-most-unfaithful-misrepresented/, different facebook users claimed that a durex survey mentioned nigeria as the country with the most unfaithful women in the world.,0,,
Did Davido say he lost Grammy for turning down P.Diddy’s party invitation?,https://dubawa.org/did-davido-say-he-lost-grammy-for-turning-down-p-diddys-party-invitation/," a facebook user, joe igbokwe, alleged that davido said he could not win a grammy award because he failed to honour american rapper p. diddy’s party invitation. ",1,,
"Viral picture showing king, others arrested for kidnapping, old",https://dubawa.org/viral-picture-showing-king-others-arrested-for-kidnapping-old/," x user shared a picture of a royal family in uba-agwa in oguta local government area, arrested for robbery and kidnapping. ",0,,
"Viral WhatsApp message on Ondo 2024 Soft Loan Portal, phishing scam",https://dubawa.org/viral-whatsapp-message-on-ondo-2024-soft-loan-portal-phishing-scam/, a viral whatsapp message claims that the 2024 portal for the ondo state soft loan application is open.,0,,
Army debunks viral claims of COAS death,https://dubawa.org/army-debunks-viral-claims-of-coas-death/," several facebook users claimed that the nigerian army chief of staff, taoreed lagbaja, has died.",0,,
! video of alleged murder did not occur in sierra leone,https://dubawa.org/misleading-video-of-alleged-murder-did-not-occur-in-sierra-leone/," a viral video, accompanied by an audio message circulating on social media (whatsapp), shows a graphic image of a boy being dismembered. the incident is alleged to have occurred at ogoo farm in sierra leone. the post further alleges that the perpetrator was apprehended and taken to the police station in mambo and that the victim was a pupil from divine academy school.",0,,
Did Ondo Governor Aiyedatiwa assault a woman in London?,https://dubawa.org/did-ondo-governor-aiyedatiwa-assault-a-woman-in-london/," social media accounts in october have been circulating a chaotic video clip, falsely suggesting that the male figure in the footage is the current governor of ondo state, lucky aiyedatiwa.",0,,
Did CAF award three points to Libya over match boycott by Nigeria’s Super Eagles?,https://dubawa.org/did-caf-award-three-points-to-libya-over-match-boycott-by-nigerias-super-eagles/, a facebook post by goal africa suggested that the confederation of african football (caf) awarded three points to libya after the super eagles of nigeria boycotted the second leg of their match against the north african side for alleged maltreatment. ,0,,
"! instablog9ja’s viral images on ritual killing, old",https://dubawa.org/misleading-instablog9jas-viral-images-on-ritual-killing-old/, three images from instablog9ja’s old post depict the perpetrators of a ritual killing. ,0,,
Viral clip misinterprets UN’s Pact for Future as authoritarian control measure,https://dubawa.org/viral-clip-misinterprets-uns-pact-for-future-as-authoritarian-control-measure/, a video circulating on whatsapp groups asserts that the un will force global citizens to have a biometric digital id for total control through its pact for the future. ,0,,
"DUBAWA student trainee, Rita Enemuru, wins African Fact-Checking Award",https://dubawa.org/dubawa-student-trainee-rita-enemuru-wins-african-fact-checking-award/,"rita enemuru, a student who turned fact-checker through one of dubawa’s capacity-building workshops, won the student category award at the just-concluded africa check summit in accra, ghana. ",1,,
Did Akpabio advise Nigerians to go for free food whenever they see one?,https://dubawa.org/did-akpabio-advise-nigerians-to-go-for-free-food-whenever-they-see-one/, a viral video clip allegedly shows senate president godswill akpabio telling nigerians to go for free food whenever they see one. ,0,,
Image of woman arrested for spending fake notes recirculated,https://dubawa.org/image-of-woman-arrested-for-spending-fake-notes-recirculated/, an image shows a woman recently arrested for buying foodstuffs with fake naira notes in osun.,0,,
Are Southeastern schools excluded from student loans as claimed by Facebook user?,https://dubawa.org/are-southeastern-schools-excluded-from-student-loans-as-claimed-by-facebook-user/, a facebook user claims the federal government’s student loan programme did not include tertiary schools in nigeria’s southeast region. ,1,,
"Post misrepresents relationship between PCOS, Alzheimer’s, and Type 2 Diabetes",https://dubawa.org/post-misrepresents-relationship-between-pcos-alzheimers-and-type-2-diabetes/, a user on x (formerly twitter) shared a claim suggesting that pcos and alzheimer’s disease have a direct link to type 2 diabetes.,0,,
Was there bomb blast in Rivers during local government election?,https://dubawa.org/was-there-bomb-blast-in-rivers-during-local-government-election/, a facebook user claims an explosion occurred in rivers state amidst the ongoing local government elections.,1,,
Ireti Kingibe’s claims on first-year constituency projects in FCT had more flaws than facts,https://dubawa.org/ireti-kingibes-claims-on-first-year-constituency-projects-in-fct-had-more-flaws-than-facts/,"ireti kingibe, the senator from the labour party representing the federal capital territory (fct), marked her first year in office on june 12, 2024. a few weeks later, she celebrated the occasion by listing legislative motions, bills, and constituency projects she had sponsored within one year in office on her verified x account (archived). Her claim included facilitating road construction at Kpaduma, Karu, and Gwagwalada. She also listed streetlights at Karamajiji, Mpape, Kwali, and Jikwoyi, an ongoing 50-bed hospital at Dobi, and a Consultant Office Block construction at the University of Abuja Teaching Hospital, Gwagwalada, as part of her achievements.",1,,
DUBAWA shines at 2024 African Fact-Checking Awards,https://dubawa.org/dubawa-shines-at-2024-african-fact-checking-awards/,"simbiat bakare, dubawa’s copy editor, emerged as runner-up in the professional fact-check category at the african fact-checking award 2024. The award is part of the Africa Facts Summit 2024, which was held in Accra from October 9 to October 10, 2024. It brought together over 50 organisations across Africa. ",1,,
DUBAWA co-hosts fact-checkers in Africa Facts Summit to fight disinformation,https://dubawa.org/dubawa-co-hosts-fact-checkers-in-africa-facts-summit-to-fight-disinformation/,"co-hosted by africa check and local partners dubawa ghana, the fact-checking arm of the centre for journalism and innovation and development (cjid), and ghana fact, the summit aims to neutralise the effect of information disorder in africa’s democracy. It is under the theme: “Countering misinformation and disinformation in Africa: Challenges, Innovations and Strategic Responses.",1,,
Did Atiku endorse Bauchi governor as PDP’s presidential candidate for 2027?,https://dubawa.org/did-atiku-endorse-bauchi-governor-as-pdps-presidential-candidate-for-2027/," an x user, @mahbeel_a, claimed former vice president atiku abubakar and  peoples democratic party (pdp) members have agreed to pick bala mohammed, the governor of bauchi state, as the party’s presidential flag-bearer in the 2027 general elections. ",1,,
! inec rec not wearing tinubu’s signature cap as alleged by facebook user,https://dubawa.org/false-inec-rec-not-wearing-tinubus-signature-cap-as-alleged-by-facebook-user/, a facebook user claims inec’s rec in rivers state was wearing bola tinubu’s cap.,0,,
"president barrow’s claim no journalist, politician, or human rights activist were jailed in gambia since 2017, ",https://dubawa.org/president-barrows-claim-no-journalist-politician-or-human-rights-activist-were-jailed-in-gambia-since-2017-false/," since 2017 to date, no politician, human rights activist, or journalist has been jailed in the gambia, said adama barrow, president of the republic of the gambia.",0,,
! viral video of fake malaria drug factory in lagos old,https://dubawa.org/misleading-viral-video-of-fake-malaria-drug-factory-in-lagos-old/," pastor okezie (@onsugbo) shared a video on x reporting the arrest of a man named emeka madu in ikotun, lagos state, for manufacturing fake malaria drugs.",0,,
Sculpted Messi’s clay statue AI-generated,https://dubawa.org/sculpted-messis-clay-statue-ai-generated/, a facebook user claims a teenager sculpted lionel messi using clay. ,0,,
"Viral Punch publication showing Channels host Seun Okinbaloye’s arrest, digitally altered",https://dubawa.org/viral-punch-publication-showing-channels-host-seun-okinbaloyes-arrest-digitally-altered/, a facebook user claims channels tv host seun okinbaloye has been sued by cbn over interview statements.,0,,
JZyNo is not the first Liberian to win a YouTube Silver Plaque,https://dubawa.org/jzyno-is-not-the-first-liberian-to-win-a-youtube-silver-plaque/," a blog, gary the blogger has claimed “jzyno is the first artist and first liberian to reach 100,000 subscribers on youtube and to be awarded the youtube silver plaque”",0,,
true commerce inspector dorr cooper was not listed amongst graduates of university of liberia 104 convocation,https://dubawa.org/true-commerce-inspector-dorr-cooper-was-not-listed-amongst-graduates-of-university-of-liberia-104-convocation/," a facebook user by name j howard mattaldi alleged in a post he made in a private group (fries fm)  that mr. dorr cooper, inspector general at commerce ministry, was not listed amongst graduates of the university of liberia 104 convocation even though he had joined other candidates for the occasion. ",1,,
"Can cloves, ginger, turmeric, and garlic cure vaginal infection?",https://dubawa.org/can-cloves-ginger-turmeric-and-garlic-cure-vaginal-infection/,"  a facebook user claims that consuming cloves, ginger, turmeric, and garlic mixture can effectively eliminate all types of vaginal infections in women.",0,,
"Mud-stained cash bundles found in Sudan, not Maiduguri",https://dubawa.org/mud-stained-cash-bundles-found-in-sudan-not-maiduguri/, a facebook user shared an image of some cash bundles and claimed that it was different currencies found amidst the maiduguri flood.,0,,
Video of car arson unconnected with sit-at-home in Nigeria’s South-East,https://dubawa.org/video-of-car-arson-unconnected-with-sit-at-home-in-nigerias-south-east/," an x user posted a video showing two vehicles burning, claiming that it is a recent development in the “sit at home” happening in the southeast region.",0,,
"The Face behind IgbotimesMagazine, dodgy website notorious for spreading separatist, Russian disinformation",https://dubawa.org/the-face-behind-igbotimesmagazine-dodgy-website-notorious-for-spreading-separatist-russian-disinformation/,"sometime in march 2023,  shortly after the nigerian presidential election, a certain narrative went viral on multiple social media platforms. it was alleged that the website of the independent national electoral commission (inec) was hacked by a russian boy, who revealed that the electoral body had altered the presidential election results to favour the ruling party’s all progressives congress (apc) candidate, president bola ahmed tinubu,  to the detriment of peter obi, the labour party’s candidate. ",0,,
Fact-checking six major claims in Tinubu’s Independence Day speech,https://dubawa.org/fact-checking-six-major-claims-in-tinubus-independence-day-speech/,"on tuesday, oct. 1, 2024, nigeria celebrated 64 years of independence. to mark this celebration, president bola tinubu in his second independence day speech acknowledged the ongoing hardship and noted his commitment to finding sustainable solutions to alleviate the suffering of nigerians. ",1,,
"Video of unidentified men in machete fight, not Nigerians",https://dubawa.org/video-of-unidentified-men-in-machete-fight-not-nigerians/, a facebook user shared a video showing two men in a brawl alleging they are igbo men fighting over control of drug territory in india.,0,,
! tinubu lost two not four southwestern states,https://dubawa.org/false-tinubu-lost-two-not-four-southwestern-states/, bola tinubu lost in four southwestern states in the 2023 general election.,0,,
! image of man holding human head not from skull-mining competition,https://dubawa.org/misleading-image-of-man-holding-human-head-not-from-skull-mining-competition/, a viral image of a man holding a human head allegedly from a “skull-mining” competition.,0,,
"TV presenter, Steve Harvey not dead as claimed",https://dubawa.org/tv-presenter-steve-harvey-not-dead-as-claimed/," several facebook pages claimed tv presenter, steve harvey, is dead. ",0,,
Claim FBI arrested 80 Nigerians over cybercrime not recent,https://dubawa.org/claim-fbi-arrested-80-nigerians-over-cybercrime-not-recent/, a facebook user claims that the fbi has arrested 80 nigerians after being trailed for years for criminal activities in the state  ,0,,
Did Volkswagen return to Nigeria after 20 years of exit?,https://dubawa.org/did-volkswagen-return-to-nigeria-after-20-years-of-exit/, a facebook user claims volkswagen has reopened its company in nigeria after 20 years.,0,,
Man caught selling vulture as suya not recent,https://dubawa.org/man-caught-selling-vulture-as-suya-not-recent/, a facebook user shared a picture claiming that a hausa man in port harcourt is selling vultures disguised as roasted chickens.,0,,
"claim fbi uncovered $6 billion, inec result sheets from wike’s london house, ",https://dubawa.org/claim-fbi-uncovered-6-billion-inec-result-sheets-from-wikes-london-house-false/," a facebook user claims that the fbi has uncovered n6 billion and election results from the fct minister, nyesom wike’s london  ",0,,
PCOS Awareness: Dispelling several PCOS myths,https://dubawa.org/pcos-awareness-dispelling-several-pcos-myths/,"polycystic ovary syndrome (pcos) is one of the most common hormonal disorders affecting women of reproductive age, yet it remains widely misunderstood. myths and misinformation about pcos are abundant, often leading to confusion, stigma, and delayed diagnosis for many women.  It is a common hormonal disorder characterized by irregular menstrual cycles, excessive levels of male hormones (androgens), and, in some cases, multiple small cysts on the ovaries. ",1,,
! more than 100 people died from covid in liberia,https://dubawa.org/misleading-more-than-100-people-died-from-covid-in-liberia/," “the covid-related deaths  in liberia did not reach 100 people.”  ansu dualu, a panellist on spoon talk asserted.",0,,
"photo of arrested ‘yoruba’ ritual suspect, ",https://dubawa.org/photo-of-arrested-yoruba-ritual-suspect-misleading/, two viral images show a “yoruba cleric” allegedly arrested for possessing human body parts.,0,,
video of japan landslide ly used to portray maiduguri flood scene,https://dubawa.org/video-of-japan-landslide-falsely-used-to-portray-maiduguri-flood-scene/," an x user shared a video showing flooded areas he claimed occurred in maiduguri, borno state.",0,,
"purported image of hate speech instigator amaka sonnberger in handcuffs, not",https://dubawa.org/purported-image-of-hate-speech-instigator-amaka-sonnberger-in-handcuffs-not-true/," an x user shared a picture of a woman led by the police in handcuffs and claimed it was canada-based nigerian, amaka sonnberger, who has been arrested for threatening harmful intentions on specific nigerian individuals in canada",1,,
! nnpc did not announce new location to purchase fuel at n200,https://dubawa.org/misleading-nnpc-did-not-announce-new-location-to-purchase-fuel-at-n200/, a facebook post claims that nnpc has communicated a new location to buy fuel at the rate of n200,0,,
! first bank does not offer loans without bvn,https://dubawa.org/false-first-bank-does-not-offer-loans-without-bvn/," a facebook page shared a link claiming that first bank is giving out loans up to n1,000,000 to nigerians without the bank verification number (bvn).",0,,
Can helicopter rides be ordered via Uber in Dubai?,https://dubawa.org/can-helicopter-rides-be-ordered-via-uber-in-dubai/, a facebook user claimed that a person in dubai can order a helicopter ride via uber.,0,,
Old video recirculated to depict Oba’s joy after Edo elections,https://dubawa.org/viral-old-video-recirculated-to-depict-obas-joy-after-edo-elections/, tracnews on facebook shared a video of the oba of benin dancing after the announcement of the edo election result. ,0,,
Old video used to claim terrorists invaded Nigeria,https://dubawa.org/old-video-used-to-claim-terrorists-invaded-nigeria/, a facebook user via a video post claimed that fulani terrorists from different countries have invaded nigeria to initiate mass killing.,0,,
Finance minister did not author statement claiming Buhari sold Nigeria’s crude oil upfront,https://dubawa.org/finance-minister-did-not-author-statement-claiming-buhari-sold-nigerias-crude-oil-upfront/," a viral statement purportedly by finance minister wale edun, quoted him as saying ex-president muhammadu buhari sold nigeria’s crude oil two years upfront.  ",0,,
Court did not disqualify APC candidate Okpebholo,https://dubawa.org/court-did-not-disqualify-apc-candidate-okpebholo/," an x user @iwadidevelopmen, shared a whatsapp message stating that the court has disqualified the apc governorship candidate, monday okpebholo, in the 2024 edo election. multiple facebook accounte have also shared this claim as seen here, here, here and here.",0,,
Viral video of Oshiomole’s rigging comment unrelated to Edo election,https://dubawa.org/viral-video-of-oshiomoles-rigging-comment-unrelated-to-edo-election/," an x user, @tenibegiloju202, shared a claim attributed to adams oshiomhole, the senator representing edo north. multiple facbook page have also shared this claim as seen here, here, here and here. The claim reads, “BREAKING!!! FOR DEMOCRACY TO THRIVE, PDP AND LP MUST ACCEPT THE PAIN OF RIGGING… OSHIOMOLE. At this point, we must do everything possible to ensure that the APC leaves the building or else we are doomed forever”.",0,,
Viral video of “Goat jubilation” not recent,https://dubawa.org/viral-video-of-goat-jubilation-not-recent/," some social media users have published a video wherein some market women were seen protesting against godwin obaseki, current governor of edo state. in the video, the market women could be heard singing a song insulting obaseki.  the video was published with the impression that the protest took place on sunday, sept 22 amid the ongoing announcement of the 2024 edo governorship election results by inec. this video has also been found on facebook as seen here, here and here.",0,,
"Is APC leading with 212,442 votes from results collated in 15 out of 18 LGAs?",https://dubawa.org/is-apc-leading-with-212442-votes-from-results-collated-in-15-out-of-18-lgas/," an x user, @linhsense1, claimed that the apc is leading with 212,442 votes after the collation of governorship election results from 15 out of 18 lgas in edo state. the tweet was made at 2:13 pm, a few minutes before the 16th lga’s result was announced. this claim also appeared on facebook.",0,,
is it  pdp leading in 4 out of 5 lgas?,https://dubawa.org/is-it-true-pdp-leading-in-4-out-of-5-lgas/," an x user, @emmaikumeh, claimed the people’s democratic party (pdp) has won 4 out 5 local government areas in edo central which include esan south-east, igueben, esan north east, esan west and esan central lgas. this claim has also been seen on facebook as seen here, here and here.",1,,
true ministry mandates employees to welcome president boakai at ria,https://dubawa.org/true-ministry-mandates-employees-to-welcome-president-boakai-at-ria/, a media practitioner by the name kok on facebook posted a memo believed to have emerged from the ministry of internal affairs urging all employees to go to the airport to receive president boakai from his china tour. ,1,,
! chief justice youh didn’t dismiss associate justice caeineh clinton johnson,https://dubawa.org/image-of-chief-justice-youh-and-associate-justice-johnson/,  a social media influencer prophet key alleged that the chief justice of liberia sie-a- nyene youh dismissed associate justice caeineh clinton johnson after president boakai’s appointment.,0,,
! 23-year-old boy did not impregnate sister in rivercess,https://dubawa.org/false-23-year-old-boy-impregnated-sister-in-rivercess/,"  a facebook user, esli holder, posted an image to a private group claiming a 23-year-old morris watson impregnated his sister, hannah watson, in rivercess county. ",0,,
Did Edo PDP hold press conference to announce election results,https://dubawa.org/did-edo-pdp-hold-press-conference-to-announce-election-results/," an x user, @hon_sadiq claimed that the people’s democratic party (pdp) held a press conference and announced edo election results. the claim was also shared on facebook as seen here and here.",0,,
Did the Federal Government ban Edo State vigilante?,https://dubawa.org/did-the-federal-government-ban-edo-state-vigilante/,"  an x user, @x_dailly posted a video with the caption that the federal government has banned edo state vigilante. this post was also seen on facebook.",1,,
Did Tinubu ask Edo voters to reject Obaseki?,https://dubawa.org/did-tinubu-ask-edo-voters-to-reject-obaseki/," an x user, @idofoi posted a video purportedly showing tinubu asking edo voters to reject obaseki in saturday’s edo gubernatorial poll.  some facebook pages have also been seen amplifying the claim as seen here, here and here. ",0,,
