Title,Link,Content,Label
Did Obaseki say Edo election is a “do or die affair”?,https://dubawa.org/did-obaseki-say-edo-election-is-a-do-or-die-affair/,"CLAIM: An X user, @CrownPrinceCom2 claimed that the governor of Edo state, Godwin Obaseki said the Edo election is a “do or die affair.”  This claim was also shared on Facebook as seen here and here.","FINDINGS:  According to TheCable, Obaseki referred to the Edo election as a “do or die affair” while speaking at the grand finale rally of the People’s Democratic Party on September 13 in the Ekenwan area of Benin City, the state capital. In a follow-up interview with Channels TV, the governor reiterated the statement and expressed no regret for making it."
Labour Party’s Olumide Akpata has not withdrawn from the race,https://dubawa.org/labour-partys-olumide-akpata-has-not-withdrawn-from-the-race/,CLAIM:  A viral press statement claims the Labour Party’s Olumide Akpata has withdrawn from Saturday’s governorship election and endorsed the PDP’s candidate. It is being shared on Facebook and X.,"FINDINGS:  Checks show the statement was forged using one of the public statements released and signed by Mr. Akpata. The statement also carries two different dates. On the upper part reads 20th September 2024, while the bottom part reads July 29, 2024. "
False! Supreme Court did not disqualify PDP’s candidate,https://dubawa.org/false-supreme-court-did-not-disqualify-pdps-candidate/,"CLAIM: An X user, @BigBrother_M007, claims Nigeria’s Supreme Court disqualified the PDP’s governorship candidate, Asue Ighodalo, on the eve of the 2024 Edo governorship election.  This claim has also been shared on Facebook as seen here and here.",FINDINGS: A suit challenging the candidacy of Mr. Ighodalo in the 2024 Edo election was dismissed by a Federal High Court and the Court of Appeal for lack of merit. Both dismissals were widely reported in the media. 
ELECTION DAY FACT-CHECKS: Edo 2024 Governorship Election,https://dubawa.org/election-day-fact-checks-edo-2024-governorship-election/,"CLAIM 1:  An X user, @justsociety4all posted an APC membership card allegedly belonging to the INEC’s supervising national commissioner for Edo, Rhoda Gumus. The post claims she’s a member of the party.","FINDINGS: Checks by NFC show that the registration form has been online since 2022 during the build-up to the 2023 general election. According to The ICIR, the membership card was part of the materials in the petition submitted to the Senate by the Human Rights Writers Association of Nigeria (HURIWA) opposing Gumus’ confirmation as an INEC national commissioner.  The report confirmed that Gumus was indeed a member of the APC in Bayelsa State with Registration Form No: BAY/YEN/08/58315."
Video of recovered bodies unconnected to Maiduguri flooding,https://dubawa.org/video-of-recovered-bodies-unconnected-to-maiduguri-flooding/,Claim: An X user shared a video of bodies allegedly recovered from the  Maiduguri flood incident in Borno State. ,"Verdict: Misleading! DUBAWA’s investigation shows that the video is from a terrorist attack in Yobe State, not Maiduguri. "
"LIVE FACT-CHECK: DUBAWA, NFC monitor mis/disinformation on Edo Governorship election",https://dubawa.org/live-fact-check-dubawa-nfc-monitor-mis-disinformation-on-edo-governorship-election/,"DUBAWA alongside its partners under the Nigerian Fact-checkers’ Coalition (NCF)  has commenced a live fact check of claims around the Sep. 21, 2024, Edo State governorship election.  ","This is to ensure the dispensation of accurate information during the election period, The live fact-check will verify false or misleading information shared on social media, such as X, Facebook, Instagram and WhatsApp. "
Misleading! Liberia has not secured 3.1 billion dollars from the China-Africa Summit,https://dubawa.org/misleading-liberia-has-not-secured-3-1-billion-dollars-from-the-china-africa-summit/,Claim: The Managing Director of the Liberia Water and Sewer Corporation (LWSC) has said that Liberia “secured $3.1 billion at the China-Africa Summit.”,Verdict: Misleading. A video posted by the Executive Mansion shows that the promise of a %3.1bn by the Chinese company was only a proposal to Liberia. No deal has been signed yet.    
Is septrin banned in Nigeria as claimed in viral audio?,https://dubawa.org/is-septrin-banned-in-nigeria-as-claimed-in-viral-audio/,"Claim 1: In a viral audio clip circulating on WhatsApp, a man warned Nigerians against using Septrin, claiming it could cause significant skin peeling.","Verdict: True! One of the side effects of Septrin, widely sold over-the-counter, is flaking of the skin, also known as Stevens-Johnson Syndrome. However, this side effect is very rare. "
Fact-Check:  Facebook post calling Applicants for Personal Loans is fake,https://dubawa.org/fact-check-facebook-post-calling-applicants-for-personal-loans-is-fake/,Claim: A viral Facebook post asks Gambian citizens to apply for personal loans with only ID required.,Verdict: False: Checks by Dubawa reveal that the claim calling on people to apply for personal loans using the Voter ID by a Gambian opposition leader is fake.
Did UBA fraudulently move N1.9 billion belonging to Pension Fund Administrator?,https://dubawa.org/did-uba-fraudulently-move-n1-9-billion-belonging-to-pension-fund-administrator/,Claim: UBA embroiled in N1.9 billion fraud Scandal,"Verdict: Insufficient Evidence. While there are reports about fraud allegations with UBA’s Chairman, Tony Elumelu, which he later denied and demanded an apology, there’s no evidence that UBA fraudulently moved N1.9 billion belonging to the Pension Fund Administrator."
"Website posing as NIN correction portal, fake",https://dubawa.org/website-posing-as-nin-correction-portal-fake/,Claim: A website going viral on WhatsApp claims to be the portal for NIN modification.,Verdict: False. We found that the website link is different from the original NIMC website. The link posted also shows the characteristics of a phishing website. 
"Video of residents exhuming chickens buried by Customs old, unconnected with Igbos",https://dubawa.org/video-of-residents-exhuming-chickens-buried-by-customs-old-unconnected-with-igbos/,Claim: A Facebook user shared a video claiming to be Igbo people harvesting dead seized chicken buried in a pit by Nigeria Customs Officials.,"Verdict: Misleading! As reported by media outlets, the incident occurred in 2015, and there is no evidence that the people associated with it are only Igbos."
Do Nigerians pay the least tax globally?,https://dubawa.org/do-nigerians-pay-the-least-tax-globally/,Claim: X user said Nigerians pay the lowest tax in the world.,"Verdict: False. While Nigeria has one of the lowest tax rates globally, this does not necessarily mean its citizens pay the least taxes."
Did Kamala Harris wear Nova H1 audio earrings during US presidential debate?,https://dubawa.org/did-kamala-harris-wear-nova-h1-audio-earrings-during-us-presidential-debate/,"Claim: United States Presidential candidate, Kamala Harris, wore the Nova H1 audio earrings to the recently held presidential debate where she was fed what to say.","Verdict: Misleading! What Ms. Harris wore is similar to Tiffany Hardwear Pearl Earrings, not the NOVA H1 audio earrings though they both have pearls. "
"Video of purported brawl between Nigerian, Ghanaian women in France, misleading",https://dubawa.org/video-of-purported-brawl-between-nigerian-ghanaian-women-in-france-misleading/,"Claim: An X user, via a video, claimed prostitutes from Nigeria and Ghana got physical over territory control in France.","Verdict: Misleading! The video has been online since 2019, and details from credible news outlets did not establish the ladies’ identities as Nigerians or Ghanaians. Furthermore, the reports revealed the incident occurred in Miami, not France.  "
"X user’s statistics on Nigeria’s HIV status, inaccurate",https://dubawa.org/x-users-statistics-on-nigerias-hiv-status-inaccurate/,"Claim: An X user made some claims about Nigeria’s HIV status and awareness level, including infant rate and transmission data.","Verdict: MISLEADING. One of the claims was false, while another is inconclusive because there is no current data on it and the old data is not comprehensive."
"Viral video of helicopter carrying food to terrorists, old, unrelated to Nigeria",https://dubawa.org/viral-video-of-helicopter-carrying-food-to-terrorists-old-unrelated-to-nigeria/,Claim: An X user posted a video alleging the Nigerian government is supplying food and ammunition to terrorists with helicopters.,"Verdict: False! The video is from 2021 in the Central African Republic (CAR). It shows an African Parks helicopter conducting a routine resupply mission, not supplying materials to bandits as claimed."
Did Babangida support #IgboMustGo advocates’ arrest?,https://dubawa.org/did-babangida-support-igbomustgo-advocates-arrest/,Claim: An X user claims Ibrahim Babangida urged the Federal Government to arrest citizens seeking a national divide.   ,Verdict: False. DUBAWA found no proof that Mr Babangida called for the arrest of #IgboMustGo advocates. His spokesperson also debunked this. 
"ECOWAS’ visit to Liberia routine, not response to Weah’s complaint",https://dubawa.org/ecowas-visit-to-liberia-routine-not-response-to-weahs-complaint/,"Claim: A Facebook user, Aloysious Howe, claims that “The Economic Community of West African States has responded to a letter written by former president George Weah” over the alleged witch-hunt of his supporters.","Verdict: Misleading. According to Madam Irene Wallace, the special assistant in the office of the ECOWAS Representative in Liberia, the working visit is a routine post-electoral visit already in the making."
11-year-old video resurfaces with false claims of Igbo attack on Nigerian Embassy in Senegal,https://dubawa.org/11-year-old-video-resurfaces-with-false-claims-of-igbo-attack-on-nigerian-embassy-in-senegal/,"Claim: An X user posted a video claiming that it shows Igbos recently attacking the Nigerian embassy in Dakar, Senegal.","Verdict: Misleading! The video is not recent and does not exclusively depict Igbos attacking the Nigerian Embassy in Dakar, Senegal. It is an 11-year-old video of a March 2013 protest unrelated to current events."
Old video of Benue killings falsely tagged as recent attack in Enugu,https://dubawa.org/old-video-of-benue-killings-falsely-tagged-as-recent-attack-in-enugu/,"Claim: An X user posted a video claiming it shows a recent attack by ‘IPOB terrorists’ in Nimbo Community, Uzo-Uwani Local Government Area of Enugu State.","Verdict: False. The video is not recent and does not depict an attack in Enugu State by IPOB terrorists. Instead, it shows an attack on a community in Benue State in March 2024."
"Video of NNPC Managing Director debunking fuel subsidy, misleading",https://dubawa.org/video-of-nnpc-managing-director-debunking-fuel-subsidy-misleading/,Claim: A Facebook user claims that NNPC’s Managing Director denies fuel subsidy.  ,"Verdict: Misleading. Although the video of the Managing Director speaking on the absence of fuel subsidy is real, it is from Oct. 2023. Contrary to the claimant’s assertion that the video clip is recent, it is not linked to the recent controversy. "
"Video showing civilian massacre in Nigeria, false",https://dubawa.org/video-showing-civilian-massacre-in-nigeria-false/,"Claim: An X user, Mahdi Shehu, posted a video alleging that genocide is currently ongoing in Nigeria. ",Verdict: False! Our research proves that the footage used in the content is from a conflict scene in Burkina Faso. 
False! Internet fraudsters did not hack EFCC’s X account,https://dubawa.org/false-internet-fraudsters-did-not-hack-efccs-x-account/,Claim: Multiple social media users claimed that “Yahoo boys” hacked the Economic and Financial Crimes Commission’s (EFCC) X account and replaced its eagle logo with a chicken.,"Verdict: False. Despite reports across multiple X and Facebook accounts, no credible news outlets or authoritative source has confirmed this alleged hacking incident in Nigeria."
False! Ex-Liberian President George Weah established Assets Investigation Team,https://dubawa.org/false-ex-liberian-president-george-weah-established-assets-investigation-team/,Claim: The Liberian Drug Enforcement Agency (LDEA) Deputy Director Al Hussein Fadiga has alleged that ex-President George Weah did not set up an Asset Recovery Team during his time in office.,"Verdict: False! DUBAWA’s investigations showed that former Liberian President George Weah established an Assets Investigation, Restitution, and Recovery Team during his presidency. The task force was mandated to retrieve missing government assets during the 12-year tenure of ex-Liberian President Ellen Johnson Sirleaf. "
Deepfake portrays Elon Musk urging South Africans to apologise to Nigerians amidst bolt clash,https://dubawa.org/deepfake-portrays-elon-musk-urging-south-africans-to-apologise-to-nigerians-amidst-bolt-clash/,Claim: A TikTok user shared a video of Elon Musk suggesting he tried to intervene in the recent South Africa-Nigeria Bolt dispute.,Verdict: DUBAWA’s investigation confirmed that the video is a deepfake and falsely attributes statements to Elon Musk.
"Weah’s supporters, state security clash: Acting on intelligence or political witchhunt?",https://dubawa.org/weahs-supporters-state-security-clash-acting-on-intelligence-or-political-witchhunt/,"Disagreement over land ownership has led to a conflict between the president of The Gambia and the main opposition, culminating in a death wish. This disagreement was triggered by the leader of the main opposition, Ousainu Darboe, who asked the president, Adama Barrow, to return a piece of land allocated to him by the government. He insists the land is a state property. It is the same property on which the president is said to be constructing his retirement home in Fajara. ",The Ministry of Land confirmed that the land had been allocated to the president. The Ministry also stated in a press release that Darboe’s wife and daughter had also been allocated lands. Darboe confirmed this but refuted claims that he was in government when his family applied for this. A copy of the press release is attached as follows:
"Is the new Acting CJN’s appointment unconstitutional, as claimed by X user?",https://dubawa.org/is-the-new-acting-cjns-appointment-unconstitutional-as-claimed-by-x-user/,Claim: An X user claims appointing the new Acting Chief Justice of Nigeria (CJN) is illegal and unconstitutional.,Verdict: False. The constitution and legal experts adjudged the new Acting CJN’s appointment as a judicial norm and nothing short of the constitution’s provision. Credible news outlets have also reported that the appointment is based on the constitution’s provisions. 
"Misleading, the U.S. Embassy will process visas after August 16",https://dubawa.org/misleading-the-u-s-embassy-will-process-visas-after-august-16/,"Claim: A Facebook user, Aloysius Howe, has alleged that the US Embassy in Liberia has suspended indefinitely all non-immigrant and immigrant visa application services.","Verdict: According to the official Facebook page of the U.S. Embassy in Liberia, all previously arranged visa appointments for dates after August 16 remain valid."
"Viral rumours of Dana Air, Azman Air Airlines shutdown, false",https://dubawa.org/viral-rumours-of-dana-air-azman-air-airlines-shutdown-false/,Claim: Multiple online posts claim Dana Air and Azman Air have closed their operations and sacked all their staff. ,"Verdict: False! No credible media outlets have substantiated the rumour. Dana Air and Azman Air have also debunked it through their official social media channels, clarifying that they only temporarily pause operations for maintenance and audits."
Misleading! 60% of Liberians do not practice open defecation,https://dubawa.org/misleading-60-of-liberians-do-not-practice-open-defecation/,Claim: A Liberian economist asserted that “60% of Liberians are defecating outside.” ,Verdict: Findings from the National Census and World Bank show that around 35% of Liberians defecate in the open. 
10 other causes of ulcers apart from not eating enough,https://dubawa.org/10-other-causes-of-ulcers-apart-from-not-eating-enough/,"Nigerian influencer Enioluwa Adeoluwa recently revealed on social media that his ulcer had recurred despite his regular eating habits. On July 30, Enioluwa took to X (formerly Twitter) to share his surprise at the diagnosis, considering he consumes food frequently. ","He wrote, “The most shocking news of 2024 is my Doctor saying my ulcer has recurred. How??? Forget content. I eat like a fooooool.” The post quickly went viral, garnering over 1.9 million views, 493 reposts, and more than 7,000 likes. "
"No evidence Nigeria’s VP said ₦8,000 can change youth’s life",https://dubawa.org/no-evidence-nigerias-vp-said-%e2%82%a68000-can-change-youths-life/,"Claim: Multiple online posts claim that the Vice President of Nigeria, Kashim Shettima, said N8,000 can change the life of a youth.","Verdict: Insufficient evidence! We found no proof that Shettima made the statement, and no credible media organisation published the claim."
"Viral video of George Weah’s financial mobile app, fabricated",https://dubawa.org/viral-video-of-george-weahs-financial-mobile-app-fabricated/,"Claim: A Facebook page Alufibras stated that former President George Weah has launched a mobile app, a money-making tool for Liberians.",Verdict: Fabricated! Our research proves that the footage used in the content is from videos produced by LNTV Liberia Live in 2020 and 2021. 
"Video of alleged cannibalism in South East, linked to 2018 Nollywood movie",https://dubawa.org/video-of-alleged-cannibalism-in-south-east-linked-to-2018-nollywood-movie/,"Claim: An X user, in a now pulled-down video, claims an act of cannibalism is going on in the South East, Nigeria.","Verdict: Misleading. The video is a behind-the-scenes video from the 2018 Nigerian movie Omambala, which shows award-winning special effects makeup artist Hakeem Onilogbo heating bloodied prosthetic human parts."
"Misleading video circulated, claims Tekno collapsed on tour",https://dubawa.org/misleading-video-circulated-claims-tekno-collapsed-on-tour/,"Claim: X user Joshua Olusegun @Leged45 posted that Nigerian singer-songwriter and record producer Augustine Okechukwu, known as Tekno, collapsed while on tour in South Africa.",Verdict: FALSE! The video does not show Tekno. The claim is misleading because it is an old video of a different individual that is being circulated as new.
Old video of NNPC boss denying fuel subsidy payment resurfaces online,https://dubawa.org/old-video-of-nnpc-boss-denying-fuel-subsidy-payment-resurfaces-online/,"Claim: A user on X shares an old video purportedly showing Mele Kyari, the Group Chief Executive Officer of the Nigerian National Petroleum Company Limited (NNPCL), denying the payment of fuel subsidies.","Verdict: The claim that the video shows the NNPCL boss, Mele Kyari, recently denying fuel subsidy payment is misleading. The video is old and has been online since October 2023."
Buhari’s house not burnt during #EndBadGovernance protest,https://dubawa.org/buharis-house-not-burnt-during-endbadgovernnace-protest/,"Claim: A Facebook user named “Aguleri Culture & Music, Add Your Passion” posted a video on August 1, 2024, alleging that a part of former Nigerian President Muhammadu Buhari’s house in Daura, Katsina State, was set ablaze.","Verdict: While there are reports that protesters surrounded Buhari’s house in Daura, Katsina State, there is no concrete evidence that the house was burnt."
Kòsí eri to daju pé a le fi ewe ọ̀pẹ òyìnbó dẹkùn ìgbẹ́ ọ̀rìn,https://dubawa.org/kosi-eri-to-daju-pe-a-le-fi-ewe-ope-oyinbo-dekun-igbe-orin/,Aheso: Olumulo ikanni ibaraẹnisọrẹ Facebook salaye pé a le fi omí latara ewe opeyinbo ṣe ìtọjú ààrùn ìgbẹ́ ọ̀rìn.,"Àbájáde ìwádìí: Ko sì ẹri to daju nínú ìmọ̀ sáyẹ́nsì pé a le fi ewé opẹyinbo wo ààrùn ìgbẹ́ ọ̀rìn. Àwọn onímọ̀ sọ fún oniwadii wa pé, ó ṣe pàtàkì kí aláìsàn lo òògùn ORS, èyí ti wón fi ń dí omi tí a pàdánù l’ara, yàgò fún àwọn ounje kọọkan, ki aláìsàn sì lọ ilé ìwòsàn."
"Misleading! No proof wonderful kola, honey works as contraceptives",https://dubawa.org/misleading-no-proof-wonderful-kola-honey-works-as-contraceptives/,Claim: A Facebook user claimed in a post that drinking a mixture of grounded wonderful kola and honey works as a form of contraceptive. ,"Verdict: The claim is misleading. Although wonderful kola and honey have been proven to have contraceptive properties, they have only been tested on adult rats, not human beings. Therefore, there is no proof that the combination works as contraception in humans."
Miss South Africa 2024: Nigerians not planning protest as claimed,https://dubawa.org/miss-south-africa-2024-nigerians-not-planning-protest-as-claimed/,Claim: A video shared on X (formerly Twitter) alleges that Nigerians in South Africa were planning to protest if Chidinma Adetshina was disqualified from the Miss South Africa 2024 pageant.,"Verdict: The claim is false. The video shows a discussion about protests against President Bola Tinubu in Nigeria, unrelated to the Miss South Africa pageant or Adetshina. "
Is Nigeria’s fuel price among the cheapest in Africa as claimed?,https://dubawa.org/is-nigerias-fuel-price-among-the-cheapest-in-africa-as-claimed/,"Claim: A Facebook user claimed that Nigeria, Sudan, and Ghana are among the ten African countries with the lowest fuel prices.","Verdict: TRUE. Despite the country’s economic situation, Nigeria’s fuel price is the fifth cheapest in Africa. "
False! Reports Simone Biles pregnant at Olympics not true,https://dubawa.org/false-reports-simone-biles-pregnant-at-olympics-not-true/,Claim:  Thread user asserts that Fox News reported that gold medalist Simone Biles was pregnant during the 2024 Olympics.,Verdict: False! No credible media organisation reported the claim. A keyword search on Fox’s website does not support the claim.
"Are all Tinubu’s ministers from Southwest region, as claimed by X user?",https://dubawa.org/are-all-tinubus-ministers-from-southwest-region-as-claimed-by-x-user/,Claim: An X user claims all the senior executive appointments under Tinubu-led administration are from the Southwest.,"Verdict: Misleading! Available information from media reports shows that President Tinubu’s appointees have been selected from all geopolitical zones in Nigeria, contrary to the claim that they were selected from a particular ethnic group."
"Misleading! Cucumbers, onions, tomatoes, not prostate cancer cure",https://dubawa.org/misleading-cucumbers-onions-tomatoes-not-prostate-cancer-cure/,"Claim: An Instagram user posted that eating cucumber, onions, and tomatoes prevents and treats prostate cancer and diabetes.","Verdict: While cucumbers, onions, and tomatoes are nutritious and can be part of a healthy diet, relying solely on them to prevent prostate cancer or diabetes is misleading. "
Comedy or chaos? How satirical content can spread misinformation,https://dubawa.org/comedy-or-chaos-how-satirical-content-can-spread-misinformation/,"Imagine satire as a mischievous jester in a grand medieval court. Clad in a patchwork of vibrant colours and jingling bells, the jester dances around the room, twisting and turning in exaggerated gestures. With a grin that hints at knowing secrets, he holds up a mirror, reflecting the follies of the court for all to see. His humour is sharp, his antics exaggerated, and his purpose is clear: to reveal the truth beneath the pomp and pretence.","This jester’s mirror is not just any reflective surface; it’s a puzzle of irony and exaggeration. Every twist and turn shows the flaws and pretensions of those it reflects, changing them into comically absurd shapes. The audience, entertained and provoked, can’t help but laugh while seeing the deeper truths hidden behind the humour."
"#EndBadGovernance: Claim Tinubu slashed governance’s cost due to protest, misleading",https://dubawa.org/endbadgovernance-claim-tinubu-slashed-governances-cost-due-to-protest-misleading/,Claim: An X user claims President Bola Tinubu has recently reduced Nigeria’s cost of governance due to the #EndBadGovernance protest in the country. ,"Verdict: Misleading! Contrary to the X user’s assertion, President Tinubu did not reduce due to the demonstration. Media reports show that the decision was made on Jan. 2024, before the protest. "
"Did Muslims pray against President Tinubu, as claimed by X user?",https://dubawa.org/did-muslims-pray-against-president-tinubu-as-claimed-by-x-user/,"Claim: An X user shared a video claiming some Muslims in the North prayed against President Bola Tinubu and the ruling All Progressives Congress, APC. ","Verdict: Misleading! Statements from Islamic scholars and related findings revealed that the Islam worshippers did not pray against Mr Tinubu, and the recitation of Surat Al-Qunut in the video was not a prayer against an enemy."
"False! Amos Tweh did not buy Oilers FC bus for $165,000",https://dubawa.org/false-amos-tweh-did-not-buy-oilers-fc-bus-for-165000/,Claim: “Amos Tweh reportedly brags about spending 165k USD of the Liberian people’s money to purchase this bus for LPRC Oilers FC.”,Verdict: False. The Managing Director of LPRC denied the accusation. The Oilers Sports Association also shared a receipt verifying the actual cost of the new bus.
False! Russian Embassy in Ghana doesn’t refund fees to unsuccessful applicants,https://dubawa.org/false-russian-embassy-in-ghana-doesnt-refund-fees-to-unsuccessful-applicants/,"Claim: Varney Alieu Jarsey, President of the All-Africa Students Union (AASU), has alleged that the Russian Embassy in Ghana refunds visa fees to applicants denied visas.","Verdict: False! Investigations by DUBAWA have revealed that the Russian Embassy in Ghana does not refund visa fees to applicants denied visas, as claimed. The organisation emphasised on its official website that “visa fees are not refundable.”"
"Claim Tinubu passed new laws to prevent protests, others, false",https://dubawa.org/claim-tinubu-passed-new-laws-to-prevent-protests-others-false/,"Claim: An X user posted that President Tinubu prescribed some years in prison and fines for refusing to sing the national anthem, for protests, and for insulting the president and politicians, or religious leaders, among others.","Verdict: False! President Tinubu has not made any new laws or imposed fines against protesters or other issues. Rather, the House of Assembly speaker is set to read a bill on the same on the floor of the House. "
Investigating fake Nigeria Customs Service auctioning accounts on Facebook,https://dubawa.org/investigating-fake-nigeria-customs-service-auctioning-accounts-on-facebook/,"“Those are my information (ID card and pictures) I just sent to you. I know you don’t know me, and I don’t know you. It is only God that knows us. And I am giving you an assurance that you should not worry about anything. With God, all things are possible. We are going to get the vehicle without any problem.”","The Customs officer, who introduced himself through his identity card as Momoh Phillips, a Deputy Comptroller in the Nigeria Customs Service, said in a calm voice. We should be convinced enough with his voice and reference to God that I could buy a vehicle that is worth between N5 million and N15 million for N2.2 million on Facebook. Given that we are talking to a high-ranking officer in the Nigeria Customs Service, we should believe all he said."
Misleading! Video not showing #EndBadGovernance protesters receiving bags of rice from federal government,https://dubawa.org/misleading-video-not-showing-endbadgovernance-protesters-receiving-bags-of-rice-from-federal-government/,Claim: X and Facebook users shared a video depicting how the federal government distributed bags of rice to protesters to stop them from further protests. ,Verdict: DUBAWA’s findings show that the footage was taken during an Aliko Dangote Foundation-led distribution programme in April 2024. It is misleading and unrelated to the #EndBadGovernance protests. 
#EndBadGovernanve: Video purportedly showing Nigerian soldiers collecting bribe shot in Ghana,https://dubawa.org/endbadgovernanve-video-purportedly-showing-nigerian-soldiers-collecting-bribe-shot-in-ghana/,Claim: A TikToker posted a video allegedly showing Nigerian soldiers collecting money from protesters in Delta State.,Verdict: Misleading! The video in question is not connected to any state in Nigeria. Reports show that the incident happened in Ghana when music star Stonebwoy gave the country’s soldiers wads of money.
"#EndBadGovernance: Contrary to Facebook user’s claim, terrorists killed more northern Nigerians than protest",https://dubawa.org/endbadgovernance-contrary-to-facebook-users-claim-terrorists-killed-more-northern-nigerians-than-protest/,"Claim: A Facebook user claimed that Bola Tinubu, Nigeria’s president, had killed more northerners in three days of the #EndBadGovernance protest than Boko Haram had murdered in the preceding three months.","Verdict: MISLEADING. While security agencies had killed Nigerians within the first three days of the protest, recorded death cases during those days did not surpass ten, compared to the 51 victims of suicide bombing within the timeframe mentioned. "
Video of Sowore disrupting town hall meeting not linked to #EndBadGovernance protest,https://dubawa.org/video-of-sowore-disrupting-town-hall-meeting-not-linked-to-endbadgovernance-protest/,"Claim: Omoyele Sowore, a Nigerian activist, recently went to the United States to disrupt a town hall meeting held by supporters of the government and to condemn the killing of protesters in Nigeria. ","Verdict: Misleading! Although Mr Sowore expressed his anger at some Nigerians gathered at a town hall meeting in the United States, the video in question was uploaded 12 years ago and is unrelated to the #EndBadGovernance protest."
Fact-checking five economic claims in viral response to Tinubu’s speech,https://dubawa.org/fact-checking-five-economic-claims-in-viral-response-to-tinubus-speech/,"Nigeria’s president, Bola Tinubu, addressed the nation on Aug. 4, 2024, a few days after the 10-day nationwide protest. In his speech, he disclosed that his administration is working to ease living conditions for the citizens, as different schemes and initiatives have been introduced within a year in office. Though he claimed that the protest was politically motivated, he urged the protesters to have faith in his administration to witness the dividends of his efforts. ","Nevertheless, a significant criticism of the speech received on social media was that the president did not address any of the protesters’ grievances. Also, many protesters said the address further threatened them instead of appealing to their demands."
Antiperspirants vs Deodorants: Understanding their differences and making the right choice,https://dubawa.org/antiperspirants-vs-deodorants-understanding-their-differences-and-making-the-right-choice/,"If you are an active X user in Nigeria, you are likely aware of the ongoing campaign against body odour and the increasing call for people to use deodorants and antiperspirants. This conversation came up again because of the Ojude Oba festival.","The Ojude Oba festival, an annual festival held in Ogun State, received national attention. It trended on social media platforms for weeks for its beauty, historical dances, and horse displays. "
Misleading! Viral image of slain soldiers not from Nigeria,https://dubawa.org/misleading-viral-image-of-slain-soldiers-not-from-nigeria/,Claim: Simon Ekpa tweeted an image showing the corpses of Nigerian soldiers allegedly eliminated by Biafra’s men.,"Verdict: Mr Ekpa’s image has no connection with Nigeria or its military, and the narrative depicted is misleading."
"Presidency, Tinubu’s X pages circulate old video amid #EndBadGovernance protest",https://dubawa.org/presidency-tinubus-x-pages-circulate-old-video-amid-endbadgovernance-protest/,"Claim: Amid the ongoing #EndBadGovernance protest in Nigeria, the presidency shared a video of President Bola Tinubu purportedly issuing a passionate plea to Nigerians to embrace peace and “look beyond temporary pains.” The video also appeared on Mr Tinubu’s official X page.",Verdict: Misleading! The video was recycled from a July 2023 broadcast by Mr Tinubu to address the outburst that greeted his administration’s decision to remove fuel subsidies.  
No evidence pineapple leaves cure diarrhoea,https://dubawa.org/no-evidence-pineapple-leaves-cure-diarrhoea/,Claim: A Facebook user claimed in a post that drinking water from pineapple leaves stops diarrhoea.,"Verdict: No evidence supports the claim that pineapple leaves cure diarrhoea. Experts said the best ways to treat diarrhoea are to use oral rehydration solutions, avoid certain foods, and seek proper medical attention."
"Video of Trump attacking Tinubu praising Obi, doctored",https://dubawa.org/video-of-trump-attacking-tinubu-praising-obi-doctored/,"Claim: A video shared on multiple social media platforms showed former US President Donald Trump condemning Nigerian President Bola Tinubu and praising Peter Obi, ex-presidential candidate of the Labour Party.",Verdict: False! The viral video is fabricated. The original footage was part of Mr Trump’s daily interview series to mark the first 100 days in office in April 2017.
Can hair relaxers cause uterine fibroids?,https://dubawa.org/can-hair-relaxers-cause-uterine-fibroids/,Claim: An X user claims that hair relaxers cause fibroids.,"Verdict: True. Research papers concerned with the matter have weighed in on the subject, stating that chemicals in relaxers increase the risk of having fibroid in women. Medical experts also observe that health conditions can be triggered by chemical properties embedded in relaxers."
Misleading! The Army chief of staff did not shoot anyone in West Point,https://dubawa.org/misleading-the-army-chief-of-staff-did-not-shoot-anyone-in-west-point/,Claim: Montserrado County District #10 Representative Yekeh Kolubah has accused the chief of staff of the Liberian Army of shooting a 16-year-old victim in the infamous  Westpoint riot during the ebola outbreak.,"Verdict: The claimant’s accusation was misleading, as he failed to provide evidence. Also, checks by DUBAWA indicate that five officers, excluding the current chief of staff, Col. Davidson T. Forleh, were held accountable for the shooting incident and punished for it."
Misleading! Image not showing Buhari waving Boko Haram flag,https://dubawa.org/misleading-image-not-showing-buhari-waving-boko-haram-flag/,"Claim: Omoyele Sowore shared an old image of the former President, Muhammadu Buhari, accusing him of waving Boko Haram’s flag alongside Tukur Buratai, former Chief of Army Staff.",Verdict: Misleading. The image depicts Mr Buhari and Mr Buratai posing for a photograph following the presentation of the Boko Haram flag recovered by the military in Sambisa Forest in 2016. 
#EndBadGovernance: Old images of Davido linked to ongoing protest,https://dubawa.org/endbadgovernance-old-images-of-davido-linked-to-ongoing-protest/,Claim: Viral pictures circulated on social media claiming that Davido joined the #EndBadGovernance protest yesterday.,Verdict: The photos were retrieved from the 2020 #EndSARS protest. They are old and misleading.
#EndBadGovernanceInNigeria: Video of protesters stoning police not in Kaduna,https://dubawa.org/endbadgovernanceinnigeria-video-of-protesters-stoning-police-not-in-kaduna/,Claim: An X user claims via a video that policemen in an unnamed part of Kaduna state are fleeing from residents stoning them.,"Verdict: Misleading. The video clip is connected to the June Kenyan protests, during which Kenyan police officers fled from a disgruntled mob. The time of the initial post is also around the time the protest was on."
